STU_ID,P1TYPEPS,P1HIDEG2,S2TYPEPS2013,S3REPUTATION,X1PAR2EDU,X3TCREDAPIB,X1MOMEDU,X2PAR2EDU,X3TCREDAPMTH,X1DADEDU,P1HIDEG1,X3TAGPAWGT,X1PAR1EDU,S2FR4Y,X1SESQ5,X1SESQ5_U,X1PAREDU,X2DADEDU,X3THIMATH,X3TCREDGEN,X2MOMEDU,X2X1TXMSCR,X3WORK,X3THILANG,X2SESQ5_U,X3CLGANDWORK,X2TXMTH1,S2FR2YPUB,S3WORK,X2PAREDU,X3T1CREDCALC,X3THISCI,X2TXMTSCOR,X2TXMTH,X2REQLEVEL,X2TXMTH4,X2TXMSCR,X2TXMTH2,X1TXMSCR,S3CLGAPPNUM,X2TXMTH5,X2SESQ5,S3SOCIALLIFE,S2ANYAP,X1TXMTSCOR,S2PSATNUM,S3FOCUS,X3TCREDAPSS,X2PAR1EDU,X1TXMPROF4,X2TXMTH3,A2HIGHERED,X3TCREDAPENG,X3THIPHY,X3TCREDAPSCI,X2TXMPROF5,P1INCOMECAT,A1UNPREP,X2TXMPROF6,X1PAR2OCC2,X1FAMINCOME,S3CHOICEAPPCNTRL,A2PRNTINV,X3TCREDADV,S3CLGCNTRL,N1INVOLVEMNT,X3TGPAWGT,X3T1CREDPHYS,X2TXMPROF4,X3TCREDLANG,C2PCTAP,S2FRCLGEXAM,S2CANTAFFORD,S1PSAT,X1TXMPROF5,S2DEGREE2013,X1TXMPROF3,S2IMPACTIVITY,S2SUREBA,M1INVOLVEMNT,X3TCREDHON,X1TXMQUINT,undermatched
30487,3,4,3,2,4,3.0,4,5,1.0,4,4,4.5,4,3,5,5,4,5,13,17.0,5,82.5982,1,7,5,1,1.8174,1,1,5,1,5,61.2083,1.8174,4,1.8174,86.3799,1.8174,59.5425,3,1.8174,5,3,2,67.3879,1,1,0.0,5,0.8392,1.8174,100,0.0,1,2.0,0.5389,7,2,0.0551,11,7,2,2,0.0,1,2,4.0,1,0.8311,4.0,30,4,4,2,0.3316,3,0.9956,1,1,1,11.5,5,0
30488,-9,-7,3,-8,-7,3.0,5,-7,1.0,0,5,4.0,5,2,4,4,5,0,13,22.0,7,64.8257,-8,3,5,-8,1.4555,2,-8,7,1,2,58.0174,1.4555,4,1.4555,80.028,1.4555,47.159,-8,1.4555,5,-8,1,56.5023,1,-8,0.0,7,0.181,1.4555,30,2.0,0,0.0,0.2048,3,3,0.0322,-7,3,-8,2,3.0,-8,-8,4.0,0,0.6248,2.0,40,4,3,2,0.0764,3,0.7564,2,1,2,3.0,4,0
30500,3,-7,3,1,-7,9.0,4,-7,2.0,0,4,4.5,4,3,5,5,4,0,13,13.0,5,91.4562,2,11,5,2,2.771,1,2,5,1,5,67.1863,2.4953,5,2.4814,96.9264,2.2148,64.9127,6,1.7726,5,1,1,72.7674,2,1,3.0,5,0.9659,3.2364,89,2.0,1,1.0,0.9705,6,1,0.2459,-7,6,1,-7,7.0,1,2,4.5,1,0.9754,2.0,-6,2,3,1,0.6709,3,0.9996,2,1,-8,8.5,5,0
30529,3,-7,3,1,-7,4.0,3,4,1.0,0,3,4.5,3,3,4,4,3,4,13,15.0,4,80.7791,1,3,4,1,1.9366,1,1,4,1,1,62.2596,1.9366,4,1.9366,88.4362,1.9366,58.3571,4,1.9366,4,1,1,66.3093,0,8,2.0,4,0.7881,1.9366,25,0.0,0,0.0,0.6691,2,3,0.0692,-7,2,1,4,5.0,1,3,4.5,0,0.8754,1.0,-9,4,3,1,0.2791,3,0.9931,2,1,3,13.0,5,0
30530,2,5,3,1,5,2.0,3,6,0.0,5,3,4.0,3,4,5,5,5,6,11,16.5,4,88.4139,1,3,5,1,2.206,0,1,6,0,2,64.6357,2.206,4,2.206,92.7734,2.206,63.1398,3,2.206,4,2,1,70.8406,1,1,1.5,4,0.9392,2.206,67,0.5,0,0.0,0.8816,6,2,0.1249,11,6,1,-7,3.0,1,4,4.0,0,0.9409,1.5,-6,3,4,1,0.5434,3,0.999,2,1,4,0.5,5,0
30537,3,2,3,1,2,2.0,2,2,1.0,7,7,4.0,7,4,5,5,7,7,13,15.0,2,90.4625,2,12,5,2,3.1078,0,2,7,1,3,72.5882,3.1078,4,3.1078,104.75,3.1078,64.3439,4,3.1078,5,1,1,72.1218,2,1,0.0,7,0.9585,3.1078,95,0.0,1,0.0,0.9989,10,1,0.6987,41,10,1,2,5.0,1,2,4.0,1,0.9967,4.0,28,4,4,1,0.629,4,0.9994,2,2,2,1.0,5,0
30542,3,-9,-8,1,1,8.5,1,-8,1.0,1,-9,4.75,1,-8,3,3,1,-8,13,9.0,-8,-8.0,2,12,-8,2,-8.0,-8,2,-8,1,5,-8.0,-8.0,-8,-8.0,-8.0,-8.0,56.7187,1,-8.0,-8,3,-8,64.8399,-8,1,2.5,-8,0.7011,-8.0,-9,1.0,0,3.0,-8.0,6,-9,-8.0,-7,6,1,1,8.5,1,1,4.5,0,-8.0,4.0,50,-8,-8,1,0.2201,-8,0.9873,-8,-8,3,11.0,5,0
30559,-8,-8,2,1,-8,0.0,-8,5,0.0,-8,-8,4.0,-8,3,5,5,-8,7,12,18.5,5,70.5636,1,8,5,1,0.8622,1,1,7,1,2,52.7855,0.8622,4,0.8622,70.0306,0.8622,51.2532,1,0.8622,5,3,1,60.0325,2,1,0.0,7,0.3536,0.8622,67,0.0,1,0.0,0.0527,-8,1,0.0204,-8,-8,2,1,3.5,2,2,4.0,1,0.2114,4.0,-7,3,3,1,0.1096,2,0.9185,2,3,2,9.0,5,0
30564,-8,-8,3,1,-8,3.0,-8,2,0.0,-8,-8,4.5,-8,4,4,4,-8,2,11,15.0,5,70.9965,1,6,4,1,2.0982,0,1,5,0,5,63.6847,2.0982,4,2.0982,91.0969,2.0982,51.5627,1,2.0982,3,1,1,60.302,1,1,1.0,5,0.3714,2.0982,-9,1.0,0,1.0,0.8139,-8,-9,0.0976,-8,-8,1,1,4.0,1,1,4.5,0,0.9197,3.0,-9,4,4,0,0.1133,3,0.9259,2,1,2,11.0,5,0
30574,2,2,3,1,2,2.0,0,2,1.0,0,2,4.0,2,3,2,2,2,0,13,11.0,0,71.163,1,6,2,1,1.4047,1,1,2,1,3,57.5697,1.4047,5,1.4047,79.152,1.4047,51.6817,1,1.4047,2,1,1,60.4056,1,8,0.5,2,0.3784,1.4047,75,0.5,0,0.0,0.1762,3,2,0.0304,51,3,1,2,4.0,1,-8,4.0,0,0.5879,1.5,38,4,3,2,0.1148,3,0.9286,1,1,3,4.5,5,1
30613,3,7,3,1,7,12.0,5,7,3.0,7,5,4.5,5,3,5,5,7,7,13,9.5,6,97.4111,2,8,5,2,3.4315,1,2,7,1,5,75.4425,3.4315,5,3.4315,108.428,3.4315,67.9109,12,3.4315,5,2,1,77.0239,3,1,4.0,6,0.9909,3.4315,93,2.0,5,2.0,0.9998,11,-9,0.8778,11,11,2,1,11.0,1,1,4.5,1,0.9989,3.0,35,4,3,0,0.8842,3,0.9999,1,1,1,6.0,5,0
30638,2,2,3,1,2,1.5,2,2,0.5,2,2,4.0,2,3,3,4,2,2,13,26.0,2,71.4521,1,3,3,1,1.3361,1,1,2,0,2,56.9646,1.3361,4,1.3361,77.9772,1.3361,51.8882,3,1.3361,3,2,2,60.5857,1,1,0.0,2,0.3907,1.3361,70,1.0,1,0.0,0.1444,4,2,0.0283,51,4,2,-7,1.5,1,1,4.0,1,0.5362,2.0,-6,2,3,-9,0.1175,3,0.9331,2,2,1,0.0,5,1
30645,4,-7,3,1,-7,9.0,2,3,2.0,0,2,4.5,2,3,2,1,2,3,13,12.0,2,96.3433,2,9,2,2,3.0909,1,2,3,1,5,72.4384,3.0909,5,3.0909,104.546,3.0909,67.444,9,3.0909,3,2,1,76.2142,3,1,3.0,2,0.9883,3.0909,98,1.0,5,3.0,0.9988,2,1,0.6865,-7,2,2,-7,8.0,1,-8,4.5,1,0.9965,4.0,-6,3,3,1,0.8541,4,0.9999,1,1,3,6.0,5,0
30722,-8,-8,3,-8,-8,3.0,-8,5,0.0,-8,-8,4.0,-8,4,5,5,-8,6,12,18.0,5,79.3008,-8,6,5,-8,1.4231,0,-8,6,1,3,57.7317,1.4231,4,1.4231,79.4683,1.4231,57.3713,-8,1.4231,5,-8,1,65.4229,2,-8,3.0,6,0.7379,1.4231,99,0.0,1,0.0,0.186,-8,1,0.031,-8,-8,-8,1,3.0,-8,-8,4.0,1,0.6014,3.0,80,4,4,1,0.2418,3,0.99,1,1,-8,7.0,5,0
30726,3,4,3,1,4,0.0,4,-7,0.0,4,4,4.0,4,4,5,5,4,0,12,16.0,5,80.7555,2,8,5,2,1.3054,0,2,5,1,3,56.694,1.3054,4,1.3054,77.455,1.3054,58.3416,4,1.3054,5,2,2,66.2953,2,1,0.0,5,0.7874,1.3054,95,0.0,1,0.0,0.1324,-9,1,0.0275,29,11,1,2,6.0,1,2,4.0,1,0.5126,3.0,28,4,2,1,0.2785,3,0.9931,2,1,2,0.0,5,0
30769,3,4,3,1,4,4.0,4,5,1.0,4,4,4.5,4,4,5,5,4,5,13,14.0,5,98.4955,2,12,5,2,1.9675,0,2,5,1,5,62.5325,1.9675,5,1.9675,88.9586,1.9675,68.3466,9,1.9675,5,1,2,77.8639,2,1,1.0,5,0.993,1.9675,99,0.0,1,1.0,0.7004,9,1,0.0737,27,9,1,1,3.0,1,-8,4.5,1,0.8852,4.0,80,4,3,1,0.9102,3,1.0,1,1,-8,12.0,5,0
30792,3,-7,3,1,-7,13.0,5,-7,3.0,0,5,4.5,5,3,5,5,5,0,13,20.5,6,88.772,3,11,5,5,3.2584,1,3,6,1,5,73.9155,3.2584,5,3.2584,106.52,3.2584,63.3529,1,3.2584,4,3,1,71.0604,2,1,3.0,6,0.943,3.2584,80,2.0,5,2.5,0.9995,7,2,0.7952,-7,7,2,2,9.5,2,1,4.5,1,0.9981,3.0,80,4,3,1,0.5581,3,0.9991,2,1,2,0.0,5,0
30794,3,7,3,1,7,5.5,2,7,0.0,7,2,4.0,2,4,5,5,7,7,11,20.5,2,50.3928,2,5,4,2,0.9717,4,2,7,0,2,53.7515,0.9717,5,0.9717,71.8575,0.9717,36.5369,5,0.9717,4,1,1,48.1835,2,1,3.5,2,0.0605,0.9717,89,2.0,1,0.0,0.0621,13,2,0.0215,23,13,1,2,10.5,1,-9,4.0,1,0.2717,3.0,40,4,3,1,0.0518,2,0.1962,1,1,2,0.0,3,0
30797,3,4,3,1,4,1.0,4,5,0.0,5,5,4.0,5,3,5,5,5,6,12,17.0,5,55.098,2,0,5,2,1.1904,5,2,6,0,5,55.6799,1.1904,4,1.1904,75.5126,1.1904,40.1669,4,1.1904,5,2,2,50.7923,3,1,0.0,6,0.0771,1.1904,98,0.0,0,1.0,0.0979,8,-9,0.0249,25,8,1,1,1.0,1,-8,4.0,0,0.424,2.5,45,4,3,2,0.0556,4,0.3341,1,1,-8,2.5,3,0
30807,-8,-8,3,1,-8,4.5,-8,5,1.0,-8,-8,4.0,-8,3,4,4,-8,5,13,23.5,3,78.574,2,4,4,2,1.9746,2,2,5,1,5,62.595,1.9746,4,1.9746,89.0775,1.9746,56.8796,1,1.9746,4,2,1,64.9834,1,1,1.5,3,0.7104,1.9746,60,1.0,1,1.0,0.7074,-8,-9,0.0748,-8,-8,1,4,5.0,1,3,4.0,1,0.8873,1.5,10,3,4,1,0.2252,3,0.988,1,1,4,0.0,5,0
30817,3,4,3,-8,4,2.0,4,5,0.0,4,4,4.75,4,4,5,5,4,5,12,10.0,5,59.7411,-8,8,5,-8,1.116,0,-8,5,1,5,55.0237,1.116,5,1.116,74.2651,1.116,43.5554,-8,1.116,5,-8,2,53.4748,1,-8,0.0,5,0.1088,1.116,65,1.0,3,1.0,0.0823,8,-8,0.0235,13,8,-8,3,2.0,-8,4,4.5,1,0.3685,4.0,15,4,4,1,0.0624,3,0.5318,1,1,3,18.0,4,0
30824,2,2,3,1,2,0.0,3,2,0.0,2,3,4.0,3,3,5,5,3,2,12,28.0,4,76.4378,1,4,4,1,1.8408,1,1,4,1,1,61.4151,1.8408,4,1.8408,86.789,1.8408,55.4107,4,1.8408,4,2,2,63.6786,0,1,0.0,4,0.6201,1.8408,30,0.0,1,0.0,0.5652,5,-8,0.0575,15,5,1,4,0.0,1,2,4.0,1,0.8407,3.0,-7,1,2,2,0.1831,3,0.9796,1,1,-8,4.0,5,0
30843,3,4,3,1,4,13.0,2,5,2.0,4,2,4.75,2,3,5,5,4,5,13,17.0,2,76.4317,3,11,4,5,1.0668,1,3,5,1,5,54.5899,1.0668,4,1.0668,73.443,1.0668,55.4065,8,1.0668,4,3,1,63.6749,2,1,4.0,2,0.6199,1.0668,90,2.0,0,2.0,0.0741,7,2,0.0228,11,7,2,3,3.5,1,2,4.75,0,0.3336,4.0,17,2,4,1,0.183,3,0.9796,2,1,1,6.0,5,0
30844,4,2,3,1,2,2.0,2,2,1.0,2,2,4.0,2,5,2,3,2,2,13,28.0,2,80.8017,1,7,2,1,1.4231,5,1,2,1,5,57.7314,1.4231,4,1.4231,79.4678,1.4231,58.372,3,1.4231,2,2,1,66.3228,2,1,0.0,2,0.7888,1.4231,75,0.0,1,1.0,0.186,3,3,0.031,31,3,1,2,1.5,2,3,4.0,1,0.6014,3.0,40,2,3,2,0.2797,4,0.9932,1,2,2,0.0,5,0
30846,4,2,3,1,2,1.0,2,2,1.0,2,2,4.0,2,3,4,4,2,2,13,32.0,2,65.2886,2,3,4,2,1.3011,5,2,2,1,1,56.6555,1.3011,5,1.3011,77.3808,1.3011,47.4875,6,1.3011,3,2,2,56.7829,3,1,0.0,2,0.1907,1.3011,-9,0.0,1,0.0,0.1308,3,2,0.0273,11,3,1,3,1.0,1,2,4.0,1,0.5092,2.0,17,4,3,2,0.0782,3,0.774,1,1,4,0.0,4,1
30853,3,4,3,1,4,5.5,4,-7,2.0,4,4,4.5,4,4,5,5,4,5,13,13.0,0,99.252,1,5,4,1,3.3471,0,1,5,1,5,74.6982,3.3471,5,3.3471,107.52,3.3471,68.6272,5,3.3471,3,1,1,78.4595,3,1,0.0,5,0.9942,3.3471,100,1.0,5,3.0,0.9997,4,1,0.8414,-7,4,2,1,6.5,2,1,4.5,1,0.9986,3.0,80,4,4,1,0.9256,3,1.0,1,1,-8,4.5,5,0
30861,-8,-8,2,1,-8,0.0,-8,7,0.0,-8,-8,4.0,-8,5,-8,-8,-8,2,6,29.5,7,-9.0,1,5,4,1,1.9929,5,1,7,0,2,62.7565,1.9929,4,1.9929,89.3832,1.9929,-8.0,3,1.9929,5,3,2,-8.0,2,1,0.0,2,-8.0,1.9929,50,0.0,0,0.0,0.725,-8,2,0.0777,-8,-8,-1,1,0.0,2,-8,4.0,0,0.8927,3.0,-7,2,3,-8,-8.0,1,-8.0,2,2,-8,0.0,-8,0
30871,2,2,3,-7,2,0.0,0,2,0.0,0,4,3.5,4,3,4,4,4,0,8,16.0,0,56.8629,1,3,4,3,1.2798,2,1,5,0,1,56.4677,1.2798,4,1.2798,77.0198,1.2798,41.4756,-9,1.2798,4,-7,2,51.8007,0,3,0.0,5,0.0867,1.2798,75,0.0,0,0.0,0.1234,5,2,0.0268,31,5,-9,1,1.0,-7,2,4.0,0,0.4928,1.5,-7,1,3,1,0.0577,3,0.4035,2,1,2,0.0,3,0
30879,3,4,3,1,4,2.0,5,5,1.0,4,5,4.0,5,4,5,5,5,5,13,26.0,6,67.0009,2,6,5,2,2.1191,5,2,6,1,5,63.8693,2.1191,4,2.1191,91.4286,2.1191,48.7062,1,2.1191,5,3,1,57.8281,3,1,0.0,6,0.2326,2.1191,99,0.0,0,1.0,0.8289,13,2,0.1023,11,13,2,1,4.0,2,-8,4.0,0,0.9242,3.0,90,2,4,1,0.086,3,0.8324,1,1,2,3.0,4,0
30889,3,4,3,2,4,1.0,5,5,0.0,4,5,4.0,5,4,5,5,5,5,12,28.0,6,66.1087,1,4,5,1,1.9398,0,1,6,1,3,62.2881,1.9398,5,1.9398,88.4911,1.9398,48.0705,4,1.9398,5,2,1,57.282,2,1,1.0,6,0.2095,1.9398,98,0.0,0,0.0,0.6724,7,3,0.0696,11,7,2,2,0.0,1,2,4.0,0,0.8764,2.0,8,4,3,0,0.0817,3,0.8033,2,1,3,2.0,4,1
30895,-8,-8,3,-4,-8,1.0,-8,6,1.0,-8,-8,4.5,-8,5,5,5,-8,5,13,19.0,6,80.7552,1,8,5,1,2.3508,5,1,6,1,2,69.0518,2.7068,4,3.1147,99.7432,1.8281,58.3414,-4,3.2855,5,-4,2,66.2951,0,-4,0.0,5,0.7873,2.9549,80,0.0,1,0.0,0.9903,-8,1,0.3855,-8,-8,-4,-7,0.0,1,2,4.5,1,0.9875,4.0,-6,4,4,1,0.2784,3,0.9931,1,1,2,14.5,5,0
30896,3,3,3,1,3,3.5,2,4,1.0,3,2,4.0,2,3,4,4,3,4,13,13.5,2,85.2535,3,0,4,5,2.5458,1,3,4,1,2,67.632,2.5458,5,2.5458,97.6128,2.5458,61.2186,5,2.5458,4,2,1,68.9505,1,1,1.5,2,0.8951,2.5458,-9,1.0,1,0.0,0.9773,6,4,0.2755,51,6,1,3,4.5,1,-8,4.0,0,0.979,2.5,20,4,4,3,0.4208,-9,0.9978,1,1,3,0.0,5,0
30898,3,4,3,3,4,6.0,4,5,1.0,4,4,4.5,4,3,5,5,4,5,13,18.0,5,82.1079,2,5,5,2,1.6922,0,2,5,1,1,67.8795,2.5739,4,2.5884,97.99,2.8007,59.226,9,3.2769,5,3,1,67.0983,3,1,3.0,5,0.8266,2.5112,90,2.0,1,0.0,0.9804,9,1,0.293,11,9,2,-7,6.0,1,1,4.5,1,0.9808,3.0,-6,4,4,1,0.3167,3,0.9951,2,2,1,7.0,5,1
30909,4,-7,3,-8,-7,0.0,1,1,0.0,0,1,4.0,1,4,1,1,1,1,11,26.0,1,69.0897,-8,3,1,-8,2.1573,0,-8,1,0,1,64.2061,2.1573,4,2.1573,92.0259,2.1573,50.1988,-8,2.1573,1,-8,2,59.117,2,-8,0.0,1,0.2979,2.1573,85,0.0,1,0.0,0.8539,2,-9,0.1116,-7,2,-8,2,0.0,-8,2,4.0,1,0.932,2.0,30,4,2,1,0.0984,3,0.8885,2,1,4,2.0,5,1
30918,4,2,3,2,2,4.0,3,4,1.0,2,3,4.0,3,4,3,3,3,4,11,18.0,4,80.2133,1,5,4,1,2.3534,0,1,4,0,1,65.9355,2.3534,4,2.3534,94.944,2.3534,57.9822,5,2.3534,3,1,1,65.9713,1,1,1.0,4,0.7698,2.3534,100,2.0,1,0.0,0.9402,5,2,0.1768,47,5,2,2,7.0,2,1,4.0,1,0.9619,3.0,70,4,3,2,0.2642,3,0.9921,1,1,1,3.0,5,0
30928,3,7,3,1,7,12.0,5,7,2.0,7,5,4.5,5,3,5,5,7,7,13,16.5,6,90.9304,2,11,5,2,3.2156,1,2,7,1,5,73.5381,3.2156,5,3.2156,106.024,3.2156,64.6132,5,3.2156,5,2,1,72.4236,-9,1,3.0,6,0.9621,3.2156,80,2.0,5,1.0,0.9994,13,2,0.77,15,13,2,2,8.0,2,2,4.5,1,0.9977,3.0,80,3,4,2,0.6487,3,0.9995,2,1,2,3.0,5,0
30937,3,2,3,-8,2,0.0,2,2,0.0,2,2,4.0,2,2,2,2,2,2,4,6.0,2,67.0906,-8,0,2,-8,1.0991,1,-8,2,0,1,55.2228,1.1386,4,1.0397,74.643,1.4033,48.7702,-8,0.5958,2,-8,2,57.8832,4,-8,0.0,2,0.235,1.555,-8,0.0,0,0.0,0.0865,2,2,0.0239,51,2,-8,-8,0.0,-8,-9,4.0,0,0.3851,0.0,-6,4,4,1,0.0865,3,0.8351,3,1,2,0.0,4,0
30938,-9,4,3,1,4,6.0,4,5,2.0,4,4,4.75,4,3,5,5,4,5,13,7.0,5,94.2582,3,3,5,5,3.3574,1,3,5,1,2,74.7886,3.3574,5,3.3574,107.633,3.3574,66.4326,4,3.3574,5,2,1,74.6884,1,1,2.0,5,0.9811,3.3574,78,2.0,1,0.0,0.9997,7,2,0.8462,13,7,2,4,4.0,1,4,4.5,1,0.9986,2.0,10,3,3,1,0.7834,4,0.9998,1,1,3,14.0,5,0
30946,3,7,3,1,7,10.0,5,7,2.0,7,5,4.5,5,4,5,5,7,7,13,17.0,6,85.7923,2,7,5,2,2.8149,0,2,7,1,5,70.0048,2.8149,5,2.8149,101.132,2.8149,61.5515,14,2.8149,5,1,1,69.2685,3,1,3.0,6,0.9041,2.8149,100,2.0,0,3.0,0.9946,13,2,0.4695,15,13,2,1,10.0,1,-9,4.5,0,0.9912,4.0,75,4,4,1,0.4405,4,0.998,1,1,1,6.0,5,0
30948,2,4,2,1,4,0.0,3,5,0.0,4,3,4.0,3,2,4,5,4,5,6,24.0,4,49.3323,1,4,5,1,1.6749,2,1,5,0,1,59.9525,1.6749,4,1.6749,83.8728,1.6749,35.6938,1,1.6749,5,3,2,47.6068,4,8,0.0,4,0.0579,1.6749,40,0.0,0,0.0,0.3843,4,3,0.0433,19,4,1,3,3.0,1,-8,4.0,0,0.763,2.0,1,4,3,1,0.0512,2,0.174,2,3,-8,3.0,2,1
30954,-8,-8,-7,-7,-8,0.0,-8,3,0.0,-8,-8,4.0,-8,3,3,3,-8,3,12,17.0,2,76.2292,3,7,4,5,2.314,5,3,3,1,2,65.5882,2.314,4,2.314,94.3764,2.314,55.2656,0,2.314,4,-7,1,63.5503,0,-7,0.0,2,0.6107,2.314,58,0.0,1,0.0,0.9278,-8,2,0.1611,-8,-8,-7,3,9.5,-7,3,4.0,1,0.9571,4.0,-7,4,2,3,0.1795,-7,0.9785,2,3,1,0.0,5,0
30956,3,2,3,1,2,13.0,3,-7,3.0,2,3,4.5,3,3,4,4,3,0,13,9.0,4,86.3643,1,12,5,1,3.0248,1,1,4,1,5,71.8557,3.0248,5,3.0248,103.745,3.0248,61.9024,7,3.0248,5,2,1,69.6074,2,1,4.0,4,0.9129,3.0248,97,2.0,5,3.0,0.9983,8,4,0.6372,51,8,2,2,14.0,2,-8,4.5,1,0.9957,4.0,-9,4,4,1,0.4621,3,0.9983,2,1,-8,6.0,5,0
30958,-8,-8,3,1,-8,2.0,-8,2,0.0,-8,-8,4.0,-8,4,4,4,-8,2,11,19.5,1,74.5589,2,12,1,2,1.6466,1,2,2,0,2,59.703,1.6466,4,1.6466,83.3734,1.6466,54.0949,16,1.6466,1,2,1,62.5181,1,1,1.0,1,0.5331,1.6466,80,0.0,1,0.0,0.3562,-8,1,0.0415,-8,-8,-1,1,2.0,1,-8,4.0,1,0.7474,3.0,50,4,1,1,0.1535,3,0.9677,1,1,2,5.0,5,0
30959,3,3,3,1,3,6.0,4,4,0.0,3,4,4.5,4,4,5,5,4,4,11,15.0,5,81.7257,1,6,4,1,2.0508,3,1,5,0,5,63.2666,2.0508,5,2.0508,90.3342,2.0508,58.9778,5,2.0508,4,2,1,66.8721,2,1,2.0,5,0.8161,2.0508,81,2.0,1,2.0,0.7766,-9,2,0.0879,33,6,2,2,6.0,1,-8,4.5,1,0.9083,2.0,23,4,3,1,0.3055,3,0.9946,2,1,3,8.0,5,1
30982,3,-7,-7,-8,-7,0.0,4,-7,0.0,0,4,4.0,4,2,5,4,4,0,7,18.5,5,68.9234,-8,7,5,-8,2.4278,4,-8,5,0,3,66.5912,2.4278,4,2.4278,95.9944,2.4278,50.0798,-8,2.4278,5,-8,2,59.0139,2,-8,0.0,5,0.2921,2.4278,91,0.0,1,0.0,0.9585,13,2,0.2105,-7,13,-8,-7,2.0,-8,1,4.0,0,0.9696,4.0,-6,4,2,0,0.0973,-7,0.8847,2,1,1,1.0,5,1
31002,-8,-8,3,1,-8,10.0,-8,6,3.0,-8,-8,4.5,-8,4,-8,-8,-8,6,13,8.0,6,-9.0,2,6,5,2,2.6913,0,2,6,1,1,68.9147,2.6913,4,2.6913,99.5408,2.6913,-8.0,3,2.6913,5,2,1,-8.0,2,1,2.0,6,-8.0,2.6913,80,3.0,1,0.0,0.9894,-8,2,0.3739,-8,-8,2,2,7.0,2,3,4.5,1,0.9869,3.0,35,4,3,-8,-8.0,3,-8.0,1,1,2,16.0,-8,0
31019,-8,-8,3,1,-8,2.0,-8,4,0.0,-8,-8,4.0,-8,5,3,3,-8,4,9,21.5,2,61.3676,2,8,3,2,2.066,5,2,4,0,3,63.4009,2.066,4,2.066,90.5809,2.066,44.7113,1,2.066,3,2,1,54.4334,1,1,0.0,2,0.1262,2.066,45,2.0,1,0.0,0.7891,-8,2,0.0909,-8,-8,1,3,4.0,1,-8,4.0,1,0.9121,3.0,15,4,3,1,0.0659,3,0.6073,2,2,3,0.0,4,0
31034,3,7,3,1,7,3.0,2,7,1.0,7,2,4.0,2,0,5,5,7,7,13,21.0,2,79.4467,3,3,5,5,2.2874,2,3,7,1,5,65.3535,2.2874,3,2.2874,93.9879,2.2874,57.4694,2,2.2874,5,3,1,65.5108,1,1,1.0,2,0.7432,2.2874,40,0.0,1,1.0,0.9182,6,3,0.1512,29,6,1,4,6.0,1,3,4.0,1,0.9535,3.0,8,0,3,3,0.2453,3,0.9904,2,2,3,1.0,5,0
31044,4,-7,3,1,-7,8.5,1,1,0.5,0,1,4.5,1,3,1,1,1,1,13,14.5,1,79.0071,1,11,1,1,3.7283,1,1,1,1,5,78.0595,3.7283,5,3.7283,111.144,3.7283,57.1731,18,3.7283,1,2,1,65.2455,3,1,2.5,1,0.727,3.7283,65,2.0,5,1.5,1.0,2,-9,0.9562,-7,2,2,3,10.0,2,-8,4.5,1,0.9996,4.5,-8,4,1,1,0.235,3,0.9893,1,1,-8,5.0,5,0
31053,3,4,3,4,4,0.0,4,5,0.0,4,4,4.0,4,3,5,5,4,5,11,27.5,5,70.0673,1,5,5,1,2.1314,1,1,5,0,1,63.9774,2.1314,4,2.1314,91.6215,2.1314,50.8983,-9,2.1314,5,2,2,59.7239,1,1,0.0,5,0.334,2.1314,90,0.0,0,0.0,0.8373,4,2,0.1052,25,4,-9,1,1.0,2,2,4.0,0,0.9268,3.0,-7,4,3,3,0.1056,4,0.9093,2,1,1,0.0,5,0
31060,4,-9,3,1,4,0.0,4,5,0.0,4,-9,4.5,4,3,5,5,4,5,11,17.0,5,76.2201,2,4,5,2,1.9923,3,2,5,0,3,62.7512,1.9923,4,1.9923,89.3732,1.9923,55.2592,5,1.9923,5,2,2,63.5447,1,1,0.0,5,0.6103,1.9923,70,0.0,0,0.0,0.7244,5,3,0.0776,41,5,2,4,0.0,2,4,4.5,0,0.8925,2.0,30,4,4,2,0.1793,2,0.9785,1,1,3,10.0,5,0
31065,3,2,3,1,2,2.0,2,2,1.0,4,4,4.0,4,4,4,4,4,5,13,18.5,2,75.1688,2,5,4,2,3.0226,0,2,5,1,5,71.8363,3.0226,4,3.0226,103.719,3.0226,54.524,2,3.0226,4,2,1,62.8959,0,1,0.0,5,0.5617,3.0226,65,0.0,1,1.0,0.9982,6,-9,0.6355,53,6,1,2,8.0,1,-8,4.0,1,0.9956,3.0,40,2,4,1,0.1624,3,0.9722,2,1,2,0.0,5,0
31074,3,3,3,1,3,1.0,2,4,1.0,3,2,4.0,2,3,2,2,3,4,13,24.0,2,55.3705,2,3,2,2,0.8987,5,2,4,1,2,53.1075,0.8987,4,0.8987,70.6401,0.8987,40.3708,3,0.8987,3,2,3,50.9469,1,1,0.0,2,0.0784,0.8987,75,0.0,1,0.0,0.0554,2,2,0.0207,51,2,2,3,2.0,2,3,4.0,1,0.2301,2.0,-7,2,3,1,0.0559,3,0.3442,2,1,2,1.0,3,0
